taps,beta,cutoff,delay,gain_db,null_lufs,null_rms,null_peak,esr,mae,mse,mrstft
65,6.0,0.75,63.49997836621604,3.3002017032366376e-05,-inf,-99.28546735831353,-65.42740509584452,1.178835658106592e-10,1.3950538717465473e-07,7.358638412851572e-12,7.460762537195148e-06
65,6.0,0.8,63.50002163378396,-9.074826091735804e-05,-inf,-99.76063653134483,-66.14469483480272,1.0566626262475389e-10,1.3890481199463028e-07,6.595998464636436e-12,7.000962671515384e-06
65,6.0,0.85,63.50002163378396,-0.00019605973849623286,-inf,-100.1948591981643,-66.47038329227782,9.56123692832226e-11,1.3895029380498063e-07,5.968404913042198e-12,6.777531411967827e-06
65,6.0,0.9,63.50002163378396,-0.0002659611051200445,-inf,-100.59066785777347,-66.87743899008498,8.728371332291276e-11,1.3851473865383328e-07,5.448505745965769e-12,6.523033014037345e-06
65,6.0,0.95,63.50002163378396,-0.00028670420783281675,-inf,-100.96313319353217,-67.41912709816269,8.010999057598605e-11,1.3840646455342466e-07,5.000700902214522e-12,6.159987627070594e-06
65,8.0,0.5,63.50002163378396,1.4491309618287998e-05,-inf,-96.98851834915075,-61.4624684150718,2.0005442643367092e-10,1.425773280719226e-07,1.2487984876367628e-11,1.106249818247521e-05
65,8.0,0.6,63.49997836621604,3.3194493860645874e-05,-inf,-97.78750356415605,-62.705342866077245,1.6643690974070792e-10,1.4113323732317273e-07,1.0389480746632961e-11,9.748797631662192e-06
65,8.0,0.7,63.49997836621604,2.754005313112532e-05,-inf,-98.65273094003257,-64.12293075605658,1.3637253261783457e-10,1.3941846401918323e-07,8.512774024763274e-12,8.485869814711293e-06
65,8.0,0.75,63.49997836621604,1.6869448382092635e-05,-inf,-99.09858192369362,-64.8996716245876,1.2306705488518372e-10,1.389276522169519e-07,7.682207025270858e-12,7.861166206567885e-06
65,8.0,0.8,63.50002163378396,1.480236814638843e-06,-inf,-99.54217086518648,-65.69877363675947,1.1111761557239734e-10,1.3780439049280082e-07,6.936287926756809e-12,7.239998526944244e-06
65,8.0,0.85,63.50002163378396,-1.2622968294166635e-05,-inf,-99.97146491853516,-66.52029763094669,1.0065920780496238e-10,1.386793827988121e-07,6.283443396601331e-12,6.747795782285219e-06
65,8.0,0.9,63.50002163378396,-2.5549592556205013e-05,-inf,-100.37382722107142,-67.19384950112519,9.17523672166841e-11,1.3817940214525219e-07,5.727452246865312e-12,6.332003691112272e-06
65,8.0,0.95,63.50002163378396,-3.323110531077923e-05,-inf,-100.73487109466453,-67.83062568354009,8.443313025991926e-11,1.3807716709633655e-07,5.27056397874726e-12,5.887203249086169e-06
65,10.0,0.5,63.50002163378396,-3.0622261003177893e-06,-inf,-96.92200156375549,-61.176509603691656,2.0314205599690573e-10,1.4132511947730496e-07,1.2680723782358723e-11,1.146094849032927e-05
65,10.0,0.6,63.50002163378396,5.074526508110193e-07,-inf,-97.69201465663585,-62.40266304549759,1.701369074083435e-10,1.390066736631329e-07,1.0620445468282588e-11,1.0096424783016334e-05
65,10.0,0.7,63.50002163378396,2.541164540516163e-06,-inf,-98.51239006416998,-63.7302994135042,1.4085134342087734e-10,1.3845233118396831e-07,8.792354549771323e-12,8.80423663466115e-06
65,10.0,0.75,63.50002163378396,3.569522586025006e-06,-inf,-98.93007300233393,-64.42565831316105,1.2793597986951904e-10,1.3834721729998723e-07,7.98613962327667e-12,8.209970855153319e-06
65,10.0,0.8,63.50002163378396,1.924455068011585e-06,-inf,-99.34255334824627,-65.13304698327805,1.1634418057642704e-10,1.3849376351126163e-07,7.262545465213803e-12,7.644975552522689e-06
65,10.0,0.85,63.50002163378396,4.6791400799237797e-07,-inf,-99.74069615943426,-65.84183758500745,1.0615253846144465e-10,1.3790296626315114e-07,6.626353230599841e-12,7.145272234905603e-06
