taps,beta,cutoff,delay,gain_db,null_lufs,null_rms,null_peak,esr,mae,mse,mrstft
257,10.0,0.85,159.50002163378394,4.118049777466163e-06,-inf,-101.4791005040288,-70.64712372742358,7.113608330347984e-11,1.4573441786262572e-07,4.435352734312726e-12,4.813207320967463e-06
257,10.0,0.9,159.50002163378394,1.945510203801242e-05,-inf,-102.27121632683858,-71.70727776413474,5.927592874708035e-11,1.4212285458114547e-07,3.6958691066201574e-12,4.422277646696244e-06
257,10.0,0.95,159.49997836621606,-1.1209151261724992e-05,-inf,-103.01473302152142,-72.60472791817108,4.994898849388648e-11,1.4030295093631756e-07,3.114332029602717e-12,4.152397938227403e-06
257,12.0,0.5,159.49997836621606,1.493540982674735e-06,-inf,-97.26933489797273,-63.43014459665338,1.8752816768425759e-10,1.5883855478223925e-07,1.1692428549244283e-11,9.293007653136204e-06
257,12.0,0.6,159.50002163378394,-4.206211595862325e-06,-inf,-98.20558312301965,-65.12319480058952,1.5116167224123656e-10,1.5567930069466604e-07,9.424968386833511e-12,7.86612268559555e-06
257,12.0,0.7,159.49997836621606,1.993240918347837e-06,-inf,-99.32651624477053,-67.11711228590856,1.167745965566668e-10,1.5209577865320108e-07,7.280925545566846e-12,6.608700414386178e-06
257,12.0,0.75,159.50002163378394,-9.537870542308505e-07,-inf,-99.96904063183419,-68.20235083886936,1.0071541273297178e-10,1.4954123239687792e-07,6.279631384073812e-12,6.007250686471488e-06
257,12.0,0.8,159.50002163378394,-4.075940693483206e-06,-inf,-100.66846326485802,-69.34605895874968,8.573411585976985e-11,1.4612784613469343e-07,5.345543745784393e-12,5.330901687994561e-06
257,12.0,0.85,159.49997836621606,-1.274048443728428e-06,-inf,-101.41613290254277,-70.47393830174764,7.217498623837621e-11,1.4458438045020814e-07,4.5001285943122146e-12,4.85663987055644e-06
257,12.0,0.9,159.50002163378394,1.513029013285173e-06,-inf,-102.18448521159944,-71.560074634207,6.047160267539524e-11,1.4057985130526273e-07,3.7704196775965395e-12,4.487894235910451e-06
257,12.0,0.95,159.49997836621606,-2.5778100210406707e-06,-inf,-102.9034745467608,-72.45258843100794,5.1245123642991336e-11,1.3999844335477731e-07,3.1951463830314194e-12,4.134585000288053e-06
257,14.0,0.5,159.50002163378394,-1.3619523290210022e-06,-inf,-97.261416059301,-63.34715380830751,1.8787041472076327e-10,1.540801214945806e-07,1.1713767738284251e-11,9.357376641587075e-06
257,14.0,0.6,159.49997836621606,-1.164297430245152e-06,-inf,-98.19394041790405,-65.0389058196802,1.5156745495248314e-10,1.5240350082683588e-07,9.450269041217112e-12,7.97057484734688e-06
257,14.0,0.7,159.50002163378394,-5.508030253142154e-07,-inf,-99.30673160338368,-66.99181684084637,1.1730778638349945e-10,1.4886455791307556e-07,7.314170065738992e-12,6.578350037865915e-06
257,14.0,0.75,159.49997836621606,-1.0793902682159924e-06,-inf,-99.94087918469019,-68.08722021765746,1.0137061505375608e-10,1.471637805803493e-07,6.320483414015087e-12,5.976732530215078e-06
257,14.0,0.8,159.49997836621606,-2.1268581641221085e-06,-inf,-100.62797416637405,-69.20128289534728,8.653714905273719e-11,1.4640168734165335e-07,5.395613067888853e-12,5.4258441501827356e-06
257,14.0,0.85,159.50002163378394,-1.6631927206783244e-06,-inf,-101.35978439694433,-70.33057340729326,7.311753813734476e-11,1.418794790189114e-07,4.558896942922115e-12,4.912022645778108e-06
257,14.0,0.9,159.50002163378394,-2.837765103497674e-07,-inf,-102.10665048594007,-71.40202015552504,6.156515134147494e-11,1.399351007168373e-07,3.838602712716824e-12,4.4927162837892484e-06
257,14.0,0.95,159.49997836621606,-1.0001226788753038e-06,-inf,-102.80333806078353,-72.29596692359904,5.2440423934764635e-11,1.3836623022423246e-07,3.2696736576752027e-12,4.221956194678491e-06
513,6.0,0.5,287.499978366216,-0.00013167325148138347,-inf,-97.32127659619647,-64.01714659724254,1.8529868631697194e-10,1.7497869531177485e-07,1.1541040442244456e-11,8.986587612373881e-06
513,6.0,0.6,287.499978366216,-0.0004731062910235113,-inf,-98.25901051733061,-65.74737728135989,1.4931345618350821e-10,1.7285698933918795e-07,9.29975635897063e-12,7.757361673301202e-06
513,6.0,0.7,287.499978366216,-0.0007188847248884847,-inf,-99.3952163469519,-67.7871138885218,1.1494189828517706e-10,1.7322681946678432e-07,7.158977340769605e-12,6.619333974708291e-06
513,6.0,0.75,287.500021633784,0.0007886348826774672,-inf,-100.0718213403249,-68.9222283698145,9.835985185824693e-11,1.6942795031226794e-07,6.126190372701136e-12,6.040300901076827e-06
513,6.0,0.8,287.499978366216,-0.0008263242817740447,-inf,-100.84000472694963,-70.07492328861065,8.241372180047722e-11,1.679663183165677e-07,5.1330104665079534e-12,5.539724402394249e-06
513,6.0,0.85,287.500021633784,0.0008214159486909605,-inf,-101.70130895979057,-71.21320906568546,6.758792352764062e-11,1.6244944460499177e-07,4.209608682845695e-12,5.145520105791904e-06
513,6.0,0.9,287.499978366216,-0.0007825263137910331,-inf,-102.62616942059232,-72.25721543348125,5.4623944470514934e-11,1.5850634582648923e-07,3.4021674129450474e-12,4.752567763110207e-06
513,6.0,0.95,287.500021633784,0.0007019333627432562,-inf,-103.49770721733643,-73.05912865929488,4.469194732931774e-11,1.5360121104203822e-07,2.783568420382658e-12,4.432147018127472e-06
513,8.0,0.5,287.499978366216,-1.6399374655368727e-05,-inf,-97.31751558551386,-63.989804028892365,1.8545922535642903e-10,1.7146174800052086e-07,1.1551039366596051e-11,9.03244448908984e-06
513,8.0,0.6,287.499978366216,-6.985410814117384e-05,-inf,-98.27954579492385,-65.7939000129839,1.4860910563744524e-10,1.6782603526152124e-07,9.255886980837401e-12,7.6078194525158855e-06
513,8.0,0.7,287.499978366216,-0.00010861057978056715,-inf,-99.46646129770421,-67.9220355425271,1.1307168659693571e-10,1.6365293752124896e-07,7.04249411491106e-12,6.339298385238578e-06
513,8.0,0.75,287.500021633784,0.00011800475799251887,-inf,-100.1728861440374,-69.0944565188672,9.609734423701586e-11,1.6061580853113064e-07,5.9852736048787925e-12,5.723641983394402e-06
513,8.0,0.8,287.499978366216,-0.00012739698342982306,-inf,-100.96865376797108,-70.30517539992873,8.000822271646762e-11,1.5632562237677608e-07,4.983187697851908e-12,5.182790097554868e-06
513,8.0,0.85,287.500021633784,0.0001240845156088258,-inf,-101.85143820361566,-71.471393392586,6.529142986437438e-11,1.5045229377243304e-07,4.066575147261012e-12,4.716216853489451e-06
513,8.0,0.9,287.499978366216,-0.00012161211885993921,-inf,-102.78293159475895,-72.56320743778289,5.268740883672102e-11,1.4642702581565443e-07,3.281553303305696e-12,4.403169627241479e-06
513,8.0,0.95,287.500021633784,0.00010753936113093839,-inf,-103.64594918965913,-73.35656948717661,4.319217569158414e-11,1.407813717196104e-07,2.6901574768446876e-12,4.188430009762715e-06
513,10.0,0.5,287.500021633784,-3.037006742082537e-06,-inf,-97.31296421660406,-63.936346051611196,1.8565368691266732e-10,1.6992710496430547e-07,1.1563151102138357e-11,9.167764076652211e-06
513,10.0,0.6,287.499978366216,-1.0485722886191559e-05,-inf,-98.27284579613504,-65.75205570790337,1.4883854655797535e-10,1.6661645936487446e-07,9.270177351673675e-12,7.683097164498553e-06
513,10.0,0.7,287.50002163378394,-1.6971632936773577e-05,-inf,-99.45520758941757,-67.8707094239384,1.1336506491823933e-10,1.6219179611119558e-07,7.060766727298883e-12,6.36591502868671e-06
513,10.0,0.75,287.500021633784,1.5838589125345343e-05,-inf,-100.1560682690295,-69.05806199729501,9.64701987120003e-11,1.5934481965685286e-07,6.008496265872224e-12,5.8150481178808e-06
513,10.0,0.8,287.500021633784,-1.9863587918759845e-05,-inf,-100.9438384577773,-70.25624973255547,8.046669319536582e-11,1.5427128496894642e-07,5.011742818472074e-12,5.2722627421643575e-06
513,10.0,0.85,287.499978366216,1.665413397109224e-05,-inf,-101.81566422520063,-71.42336459876317,6.583147372804265e-11,1.4970054644482686e-07,4.100210939262903e-12,4.774769526295274e-06
513,10.0,0.9,287.499978366216,-1.986479170306126e-05,-inf,-102.73402313567196,-72.51346950714901,5.3284106349053824e-11,1.463558245025202e-07,3.3187176796890204e-12,4.379475799781174e-06
513,10.0,0.95,287.500021633784,1.5240359653584095e-05,-inf,-103.58775401656276,-73.35157404246281,4.377484312072674e-11,1.4233207422173595e-07,2.7264480113205245e-12,4.201740480190531e-06
513,12.0,0.5,287.499978366216,-1.3098002003744072e-06,-inf,-97.30866238911756,-63.90171589346171,1.8583767400936528e-10,1.6857579297447342e-07,1.157461045226138e-11,9.134466761677943e-06
513,12.0,0.6,287.499978366216,-3.0850549844913935e-06,-inf,-98.26663485389794,-65.70198066507224,1.4905155616122286e-10,1.6630079612043806e-07,9.283444323472173e-12,7.736326802663066e-06
513,12.0,0.7,287.500021633784,-3.3493952295489544e-06,-inf,-99.44406534509488,-67.8115361706534,1.1365628735962955e-10,1.5789281360650524e-07,7.078905064059805e-12,6.380528289398288e-06
513,12.0,0.75,287.500021633784,1.2237501517297157e-06,-inf,-100.13935380052368,-68.98240863092718,9.6842193987777e-11,1.5799684142895852e-07,6.031665412979499e-12,5.787315959585657e-06
513,12.0,0.8,287.499978366216,-4.351094767773657e-06,-inf,-100.91931185074284,-70.17819168702862,8.09224112379085e-11,1.5266408530596142e-07,5.040126507875294e-12,5.227162794659702e-06
513,12.0,0.85,287.500021633784,1.0886973539275933e-06,-inf,-101.7799898058427,-71.37649781540145,6.637446284021796e-11,1.497487304969467e-07,4.134030171486676e-12,4.84070752441525e-06
513,12.0,0.9,287.500021633784,-3.145991454914439e-06,-inf,-102.68744628542451,-72.456021310674,5.3858638603402586e-11,1.4381232097613441e-07,3.354501527457215e-12,4.433162866385465e-06
513,12.0,0.95,287.500021633784,4.5385375747492245e-07,-inf,-103.53151753627859,-73.30040538945178,4.434536627753059e-11,1.4155352519321258e-07,2.7619821586843483e-12,4.223735816399189e-06
513,14.0,0.5,287.500021633784,-1.6493334972260482e-06,-inf,-97.30473810356985,-63.85362127707846,1.8600567284812585e-10,1.6711273927940772e-07,1.1585073998608757e-11,9.207457707324638e-06
513,14.0,0.6,287.499978366216,-1.319428249766454e-06,-inf,-98.26087721788024,-65.6541153680118,1.4924929151415674e-10,1.6391643772150364e-07,9.295759962349221e-12,7.801597992870249e-06
513,14.0,0.7,287.500021633784,-1.5684268629585238e-06,-inf,-99.43356682308033,-67.75334295841664,1.1393136947113373e-10,1.5746623852116207e-07,7.096038125480311e-12,6.4613377652992355e-06
513,14.0,0.75,287.499978366216,-7.205222619938795e-07,-inf,-100.1241857672165,-68.9175709958671,9.718101333757228e-11,1.5604761995420569e-07,6.052768249142694e-12,5.841702591935682e-06
513,14.0,0.8,287.50002163378394,-1.4922235744981484e-06,-inf,-100.89658778265,-70.12207101383854,8.134694016141215e-11,1.5371968809318504e-07,5.06656763151433e-12,5.251133730813043e-06
513,14.0,0.85,287.500021633784,-5.262870809043812e-07,-inf,-101.74769891932326,-71.30836427992635,6.686981290165625e-11,1.490360929747179e-07,4.1648822795385825e-12,4.827210642832019e-06
513,14.0,0.9,287.500021633784,-1.6697686281197863e-06,-inf,-102.64314439901577,-72.38796112259425,5.4410856219353854e-11,1.4526139854277141e-07,3.388895542683591e-12,4.462757855925686e-06
513,14.0,0.95,287.500021633784,-1.3938086711011102e-06,-inf,-103.4789645236535,-73.24239433111705,4.488523958139487e-11,1.4166513603648534e-07,2.7956073276341568e-12,4.213993293532751e-06
1025,6.0,0.5,543.499978366216,0.00012100318804618559,-inf,-97.28047417366722,-64.05798598064051,1.8704779057219283e-10,1.94213247523092e-07,1.1623360772502349e-11,9.384330030303206e-06
1025,6.0,0.6,543.499978366216,0.0001104620897823332,-inf,-98.25248080870637,-65.90269671219151,1.4953812094834676e-10,1.8968142817353803e-07,9.292467575840604e-12,7.940749218299344e-06
1025,6.0,0.7,543.499978366216,2.3999646671270987e-05,-inf,-99.50865783109397,-68.22919082565048,1.1197838945201836e-10,1.7733840095296828e-07,6.958463477932555e-12,6.605828834155268e-06
1025,6.0,0.75,543.500021633784,-2.8885035144348215e-05,-inf,-100.2448983759532,-69.42112952788226,9.451705089842858e-11,1.717826771149515e-07,5.873396196686887e-12,6.020044417130386e-06
1025,6.0,0.8,543.500021633784,-7.662148787977053e-05,-inf,-101.05342162271242,-70.50450369491577,7.846172242752528e-11,1.7127745150797254e-07,4.875699968533307e-12,5.6610493781452965e-06
1025,6.0,0.85,543.500021633784,-0.00010952715776853028,-inf,-101.93638047914934,-71.5523864509357,6.402682290330854e-11,1.6645241128367562e-07,3.978699023632883e-12,5.268306738113607e-06
1025,6.0,0.9,543.500021633784,-0.00012388041925321527,-inf,-102.8676774553013,-72.49434517554779,5.166926152109316e-11,1.6401961063607584e-07,3.2107862149627672e-12,4.977158424641203e-06
1025,6.0,0.95,543.500021633784,-0.00011595671802439165,-inf,-103.7364104189307,-73.23276104358581,4.230181076394749e-11,1.5874346547041147e-07,2.6286822546012e-12,4.692134259947e-06
1025,8.0,0.5,543.499978366216,1.7871981126667647e-05,-inf,-97.31484863387124,-64.16594609272623,1.8557314867453647e-10,1.846368070277394e-07,1.15317248609833e-11,9.22665618926829e-06
1025,8.0,0.6,543.499978366216,1.5956834511431767e-05,-inf,-98.28679774441778,-66.02232723622022,1.4836116179174537e-10,1.8211645986573343e-07,9.219330005758491e-12,7.911652119354221e-06
1025,8.0,0.7,543.499978366216,3.010585867074431e-06,-inf,-99.50293088174996,-68.2358790027125,1.1212615038554524e-10,1.743830490309183e-07,6.9676455090766326e-12,6.668638556602336e-06
1025,8.0,0.75,543.500021633784,-5.1497089690142435e-06,-inf,-100.23557685026475,-69.43357565126018,9.472013644283602e-11,1.6991753118239324e-07,5.886016161579853e-12,6.161139517622925e-06
1025,8.0,0.8,543.500021633784,-1.2394454136846572e-05,-inf,-101.06813609516604,-70.63279582023198,7.81963335565717e-11,1.65187995151067e-07,4.859208404625152e-12,5.575923135176076e-06
1025,8.0,0.85,543.500021633784,-1.7604555919631478e-05,-inf,-101.9975267605208,-71.79462120731883,6.31316767200524e-11,1.6002398777102787e-07,3.923073629714643e-12,5.087276327693807e-06
1025,8.0,0.9,543.500021633784,-2.018723911235321e-05,-inf,-102.97602333224395,-72.81769222016506,5.039618560966478e-11,1.5268047027125224e-07,3.1316758412767272e-12,4.774418842658094e-06
1025,8.0,0.95,543.500021633784,-1.894603337611253e-05,-inf,-103.8554864468838,-73.57241210968465,4.1157724455694234e-11,1.447965907825898e-07,2.5575874404094474e-12,4.59416146194347e-06
1025,10.0,0.5,543.500021633784,1.2540541438297414e-06,-inf,-97.3132832133848,-64.15368422965707,1.8564005083024688e-10,1.8145053474513153e-07,1.1535882236432116e-11,9.269701968522903e-06
1025,10.0,0.6,543.499978366216,1.5418568526540557e-06,-inf,-98.28422111616273,-66.01723175531922,1.4844920918788978e-10,1.7758479687951e-07,9.22480137030835e-12,7.92822465114967e-06
1025,10.0,0.7,543.500021633784,-8.563720161094393e-07,-inf,-99.49625531627089,-68.19476147669522,1.1229863266448603e-10,1.71541898120638e-07,6.978363752520509e-12,6.578087015052627e-06
1025,10.0,0.75,543.499978366216,-1.891023125539674e-06,-inf,-100.22530940413702,-69.3880485299819,9.494433556610447e-11,1.6845134661440148e-07,5.899948148087985e-12,6.02417567939787e-06
1025,10.0,0.8,543.500021633784,-3.063262280189244e-06,-inf,-101.05423399845239,-70.62151426167868,7.844704703068779e-11,1.6222397660114294e-07,4.874788022813981e-12,5.467151798416061e-06
1025,10.0,0.85,543.500021633784,-4.612783677870955e-06,-inf,-101.97844987055878,-71.80173790207799,6.340959990684314e-11,1.5730921391659624e-07,3.9403440901527505e-12,5.151696074394893e-06
1025,10.0,0.9,543.500021633784,-3.853044849509261e-06,-inf,-102.95274158444835,-72.84217513373123,5.0667075965229873e-11,1.5120110287211225e-07,3.1485092736465644e-12,4.848381103271638e-06
1025,10.0,0.95,543.500021633784,-4.067050923739408e-06,-inf,-103.82990289697265,-73.6102220894136,4.1400893145844904e-11,1.4643911029908176e-07,2.5726982172090652e-12,4.613760120205689e-06
1025,12.0,0.5,543.500021633784,-5.682690990925189e-07,-inf,-97.31123489410922,-64.1350012657372,1.857276273009418e-10,1.8006988181688484e-07,1.1541324337143146e-11,9.30862995033656e-06
1025,12.0,0.6,543.500021633784,-6.119420021695216e-07,-inf,-98.28088991997372,-65.98369226202813,1.4856311879620705e-10,1.7643599077606288e-07,9.231879841905772e-12,7.980607357471807e-06
1025,12.0,0.7,543.499978366216,-1.4475679891773242e-06,-inf,-99.4899072720835,-68.1725743267449,1.1246289861047172e-10,1.69549482795614e-07,6.988571423763177e-12,6.626099286873238e-06
1025,12.0,0.75,543.499978366216,-1.6182098436040447e-06,-inf,-100.21670804980437,-69.35625011858905,9.51325624817428e-11,1.6578924053057863e-07,5.911644781022632e-12,5.9391387463001344e-06
1025,12.0,0.8,543.499978366216,-1.355728035912638e-06,-inf,-101.04056447359471,-70.5725860151147,7.869435001855294e-11,1.6232463110080836e-07,4.890155709538754e-12,5.631346919676498e-06
1025,12.0,0.85,543.499978366216,-2.5155888906812278e-06,-inf,-101.95993428996562,-71.75343659880149,6.368051558846144e-11,1.559696587085725e-07,3.9571790963121116e-12,5.2450684969616535e-06
1025,12.0,0.9,543.499978366216,-1.6965392798900223e-06,-inf,-102.92884189909478,-72.79792617037182,5.0946670865604405e-11,1.5109619684479529e-07,3.165883616253144e-12,4.810170392307259e-06
1025,12.0,0.95,543.499978366216,-2.1157457936356782e-06,-inf,-103.80724242566248,-73.57006358351182,4.161747788561383e-11,1.4457737030935973e-07,2.5861570373344018e-12,4.5849208328049855e-06
1025,14.0,0.5,543.500021633784,-1.5732803249397683e-06,-inf,-97.30899969866049,-64.11511975157144,1.8582324085646148e-10,1.8166538508090443e-07,1.1547265871374303e-11,9.365307223155591e-06
1025,14.0,0.6,543.499978366216,-1.2840737999131016e-06,-inf,-98.27759650362877,-65.97045037789644,1.4867582245482454e-10,1.7696932085838115e-07,9.238883374428048e-12,7.921109944873524e-06
1025,14.0,0.7,543.499978366216,-1.182573151815235e-06,-inf,-99.48499745590875,-68.14385701909836,1.1259011284461159e-10,1.6619037414004108e-07,6.996476659822271e-12,6.689958324939603e-06
1025,14.0,0.75,543.499978366216,-1.3929999483491506e-06,-inf,-100.20851909396194,-69.32584222182666,9.531211145464147e-11,1.6460245979134853e-07,5.922802156803171e-12,6.010197939358934e-06
1025,14.0,0.8,543.499978366216,-1.4073804878696203e-06,-inf,-101.02857470558328,-70.54094182275036,7.891190530846093e-11,1.6093807927194732e-07,4.9036748407449086e-12,5.635719473564088e-06
1025,14.0,0.85,543.499978366216,-1.126034587328801e-06,-inf,-101.94439778396149,-71.72280660229421,6.390873504865424e-11,1.5279749181573762e-07,3.971360911093307e-12,5.0567763547229045e-06
1025,14.0,0.9,543.499978366216,-2.140338338116979e-06,-inf,-102.90975283685896,-72.77106450726671,5.117109569069807e-11,1.459099237082066e-07,3.1798296281273796e-12,4.7221943972132805e-06
1025,14.0,0.95,543.499978366216,-1.983119558984497e-06,-inf,-103.78616763488131,-73.54992836686145,4.181992373804508e-11,1.4234996926041543e-07,2.598737251046132e-12,4.622145710874839e-06
